Date,Product,Production,Sold,Revenue
2023-05-13,Delta Device,537,378,71240.32
2023-05-13,Epsilon Engine,738,659,910818.43
2023-05-13,Gamma Gizmo,759,584,55300.91
2023-05-13,Omega Orb,527,381,158593.35
2023-05-13,Theta Tool,681,631,80358.51
2023-05-13,Zeta Zone,358,295,164402.16
2023-05-14,Alpha Widget,588,531,77638.35
2023-05-14,Beta Gadget,364,273,77763.32
2023-05-14,Camera,657,620,490728.0
2023-05-14,Delta Device,350,336,63834.71
2023-05-14,Epsilon Engine,715,527,742407.21
2023-05-14,Gamma Gizmo,683,669,63516.71
2023-05-14,Omega Orb,309,280,117206.2
2023-05-14,Theta Tool,541,473,56847.1
2023-05-14,Zeta Zone,551,460,260420.44
2023-05-15,Alpha Widget,459,349,50549.75
2023-05-15,Beta Gadget,654,536,147033.54
2023-05-15,Camera,519,454,362023.35
2023-05-15,Delta Device,326,262,51429.96
2023-05-15,Epsilon Engine,561,539,751972.73
2023-05-15,Gamma Gizmo,419,367,34713.58
2023-05-15,Omega Orb,557,411,160193.47
2023-05-15,Theta Tool,520,471,58779.46
2023-05-15,Zeta Zone,561,545,306523.1
2023-05-16,Alpha Widget,426,323,46163.61
2023-05-16,Beta Gadget,418,379,107815.38
2023-05-16,Camera,633,576,456077.21
2023-05-16,Delta Device,385,324,61463.19
2023-05-16,Epsilon Engine,412,307,428117.77
2023-05-16,Gamma Gizmo,592,548,52945.97
2023-05-16,Omega Orb,453,396,165088.02
2023-05-16,Theta Tool,335,284,34668.83
2023-05-16,Zeta Zone,386,270,156349.41
2023-05-17,Alpha Widget,296,222,34768.79
2023-05-17,Beta Gadget,636,456,120006.62
2023-05-17,Camera,662,606,517943.56
2023-05-17,Delta Device,467,391,77365.99
2023-05-17,Epsilon Engine,493,377,557790.3
2023-05-17,Gamma Gizmo,493,367,33241.89
2023-05-17,Omega Orb,347,265,109959.5
2023-05-17,Theta Tool,513,391,51158.73
2023-05-17,Zeta Zone,466,414,248298.73
2023-05-18,Alpha Widget,456,411,60863.57
2023-05-18,Beta Gadget,702,567,149352.46
2023-05-18,Camera,631,529,451512.3
2023-05-18,Delta Device,456,319,61155.74
2023-05-18,Epsilon Engine,574,484,678891.58
2023-05-18,Gamma Gizmo,544,524,52268.94
2023-05-18,Omega Orb,367,344,136912.84
2023-05-18,Theta Tool,596,578,72342.3
2023-05-18,Zeta Zone,332,286,169629.17
2023-05-19,Alpha Widget,463,442,63317.89
2023-05-19,Beta Gadget,352,304,86148.56
2023-05-19,Camera,393,347,294651.74
2023-05-19,Delta Device,578,444,88320.35
2023-05-19,Epsilon Engine,359,277,398844.35
2023-05-19,Gamma Gizmo,337,288,27439.85
2023-05-19,Omega Orb,364,301,119590.27
2023-05-19,Theta Tool,326,308,39706.73
2023-05-19,Zeta Zone,327,320,180346.16
2023-05-20,Alpha Widget,542,473,71598.44
2023-05-20,Beta Gadget,433,362,99241.45
2023-05-20,Camera,630,450,379569.59
2023-05-20,Delta Device,414,396,75996.5
2023-05-20,Epsilon Engine,691,491,713124.3
2023-05-20,Gamma Gizmo,453,429,40223.56
2023-05-20,Omega Orb,500,438,180899.41
2023-05-20,Theta Tool,577,484,61048.2
2023-05-20,Zeta Zone,550,392,224327.47
2023-05-21,Alpha Widget,503,367,57548.58
2023-05-21,Beta Gadget,631,540,150364.62
2023-05-21,Camera,385,307,249141.78
2023-05-21,Delta Device,764,727,144957.95
2023-05-21,Epsilon Engine,676,495,710938.12
2023-05-21,Gamma Gizmo,356,334,30955.14
2023-05-21,Omega Orb,610,485,190150.91
2023-05-21,Theta Tool,735,626,77495.5
2023-05-21,Zeta Zone,507,438,262712.5
2023-05-22,Alpha Widget,454,326,50960.77
2023-05-22,Beta Gadget,481,430,117798.79
2023-05-22,Camera,497,351,277563.95
2023-05-22,Delta Device,355,257,48024.49
2023-05-22,Epsilon Engine,433,352,496127.6
2023-05-22,Gamma Gizmo,471,400,38379.17
2023-05-22,Omega Orb,622,499,211096.91
2023-05-22,Theta Tool,612,472,56748.5
2023-05-22,Zeta Zone,410,328,182522.03
2023-05-23,Alpha Widget,456,423,61038.6
2023-05-23,Beta Gadget,538,508,143495.55
2023-05-23,Camera,443,356,300876.61
2023-05-23,Delta Device,733,693,130101.16
2023-05-23,Epsilon Engine,615,465,652516.91
2023-05-23,Gamma Gizmo,629,530,52440.32
2023-05-23,Omega Orb,501,459,182394.7
2023-05-23,Theta Tool,460,345,43396.89
2023-05-23,Zeta Zone,559,416,239926.29
2023-05-24,Alpha Widget,641,527,81681.6
2023-05-24,Beta Gadget,294,264,75279.64
2023-05-24,Camera,569,488,402573.65
2023-05-24,Delta Device,381,276,53898.32
2023-05-24,Epsilon Engine,313,257,362980.83
2023-05-24,Gamma Gizmo,584,495,47461.16
2023-05-24,Omega Orb,457,336,143519.71
2023-05-24,Theta Tool,647,630,81497.91
2023-05-24,Zeta Zone,487,434,261276.25
2023-05-25,Alpha Widget,458,342,53325.08
2023-05-25,Beta Gadget,703,602,169167.35
2023-05-25,Camera,697,529,439185.88
2023-05-25,Delta Device,354,344,68969.49
2023-05-25,Epsilon Engine,456,396,593329.73
2023-05-25,Gamma Gizmo,515,455,43719.11
2023-05-25,Omega Orb,351,277,109280.94
2023-05-25,Theta Tool,464,368,46255.49
2023-05-25,Zeta Zone,342,252,141752.24
2023-05-26,Alpha Widget,638,618,88205.09
2023-05-26,Beta Gadget,472,394,107450.0
2023-05-26,Camera,337,317,260597.23
2023-05-26,Delta Device,508,436,85892.45
2023-05-26,Epsilon Engine,448,376,556570.19
2023-05-26,Gamma Gizmo,574,522,50458.0
2023-05-26,Omega Orb,442,392,154277.92
2023-05-26,Theta Tool,340,297,38610.75
2023-05-26,Zeta Zone,479,381,215422.36
2023-05-27,Alpha Widget,446,380,56970.16
2023-05-27,Beta Gadget,778,677,194415.11
2023-05-27,Camera,608,445,379753.9
2023-05-27,Delta Device,583,507,98825.47
2023-05-27,Epsilon Engine,486,425,609732.06
2023-05-27,Gamma Gizmo,483,396,36306.81
2023-05-27,Omega Orb,663,637,261751.8
2023-05-27,Theta Tool,662,498,61993.84
2023-05-27,Zeta Zone,506,417,248108.88
2023-05-28,Alpha Widget,538,386,56094.19
2023-05-28,Beta Gadget,498,458,125980.56
2023-05-28,Camera,413,359,287503.71
2023-05-28,Delta Device,321,276,54083.13
2023-05-28,Epsilon Engine,605,509,752170.1
2023-05-28,Gamma Gizmo,415,346,32598.25
2023-05-28,Omega Orb,738,590,252403.2
2023-05-28,Theta Tool,618,562,73017.43
2023-05-28,Zeta Zone,368,333,188208.5
2023-05-29,Alpha Widget,633,559,84301.25
2023-05-29,Beta Gadget,604,508,133394.63
2023-05-29,Camera,622,536,456096.81
2023-05-29,Delta Device,598,477,92400.78
2023-05-29,Epsilon Engine,296,276,417302.01
2023-05-29,Gamma Gizmo,539,507,49488.75
2023-05-29,Omega Orb,523,379,149305.38
2023-05-29,Theta Tool,503,357,43299.03
2023-05-29,Zeta Zone,687,579,343741.09
2023-05-30,Alpha Widget,418,296,44330.49
2023-05-30,Beta Gadget,565,530,143373.98
2023-05-30,Camera,701,653,534937.87
2023-05-30,Delta Device,410,377,76742.92
2023-05-30,Epsilon Engine,612,541,794662.1
2023-05-30,Gamma Gizmo,702,650,60921.09
2023-05-30,Omega Orb,421,406,171755.22
2023-05-30,Theta Tool,720,527,66832.87
2023-05-30,Zeta Zone,531,428,247680.87
2023-05-31,Alpha Widget,526,472,67379.6
2023-05-31,Beta Gadget,296,221,59205.84
2023-05-31,Camera,587,421,336188.14
2023-05-31,Delta Device,610,555,108946.48
2023-05-31,Epsilon Engine,575,414,629057.28
2023-05-31,Gamma Gizmo,490,438,39903.48
2023-05-31,Omega Orb,635,536,228855.83
2023-05-31,Theta Tool,385,374,46292.49
2023-05-31,Zeta Zone,530,513,303911.37
2023-06-01,Alpha Widget,571,483,74474.06
2023-06-01,Beta Gadget,567,483,129160.44
2023-06-01,Camera,443,330,283014.03
2023-06-01,Delta Device,431,343,64348.91
2023-06-01,Epsilon Engine,501,353,520255.63
2023-06-01,Gamma Gizmo,465,354,33384.45
2023-06-01,Omega Orb,437,406,172571.14
2023-06-01,Theta Tool,334,280,35957.79
2023-06-01,Zeta Zone,344,324,184025.79
2023-06-02,Alpha Widget,606,459,65592.85
2023-06-02,Beta Gadget,648,473,124971.27
2023-06-02,Camera,612,594,496106.13
2023-06-02,Delta Device,468,332,65972.1
2023-06-02,Epsilon Engine,367,267,390126.32
2023-06-02,Gamma Gizmo,272,210,19393.72
2023-06-02,Omega Orb,291,249,99522.6
2023-06-02,Theta Tool,378,319,41142.2
2023-06-02,Zeta Zone,489,353,194654.55
2023-06-03,Alpha Widget,714,542,77440.16
2023-06-03,Beta Gadget,568,439,116214.04
2023-06-03,Camera,396,368,308577.49
2023-06-03,Delta Device,517,426,84641.49
2023-06-03,Epsilon Engine,676,632,932411.5
2023-06-03,Gamma Gizmo,362,338,31276.77
2023-06-03,Omega Orb,651,604,245793.09
2023-06-03,Theta Tool,645,556,71120.74
2023-06-03,Zeta Zone,712,564,330339.03
2023-06-04,Alpha Widget,309,219,31806.16
2023-06-04,Beta Gadget,524,390,102351.66
2023-06-04,Camera,564,477,383215.36
2023-06-04,Delta Device,672,640,127262.53
2023-06-04,Epsilon Engine,692,633,894931.64
2023-06-04,Gamma Gizmo,567,494,45746.07
2023-06-04,Omega Orb,347,251,100083.72
2023-06-04,Theta Tool,565,520,65483.6
2023-06-04,Zeta Zone,438,419,239990.26
2023-06-05,Alpha Widget,563,513,75289.05
2023-06-05,Beta Gadget,563,514,140391.85
2023-06-05,Camera,590,431,360185.52
2023-06-05,Delta Device,359,337,68752.02
2023-06-05,Epsilon Engine,319,236,339635.61
2023-06-05,Gamma Gizmo,445,378,36617.2
2023-06-05,Omega Orb,264,241,103081.0
2023-06-05,Theta Tool,328,265,34211.06
2023-06-05,Zeta Zone,308,236,140152.06
2023-06-06,Alpha Widget,378,268,41326.73
2023-06-06,Beta Gadget,464,379,102588.56
2023-06-06,Camera,293,262,223794.46
2023-06-06,Delta Device,413,298,55206.68
2023-06-06,Epsilon Engine,305,262,397915.29
2023-06-06,Gamma Gizmo,354,249,22509.3
2023-06-06,Omega Orb,355,268,105766.19
2023-06-06,Theta Tool,370,311,40084.02
2023-06-06,Zeta Zone,359,303,183420.45
2023-06-07,Alpha Widget,534,440,67220.52
2023-06-07,Beta Gadget,535,437,120708.12
2023-06-07,Camera,597,447,368870.17
2023-06-07,Delta Device,437,331,63472.24
2023-06-07,Epsilon Engine,495,414,613585.12
2023-06-07,Gamma Gizmo,631,552,51141.07
2023-06-07,Omega Orb,431,364,153615.6
2023-06-07,Theta Tool,390,307,38271.08
2023-06-07,Zeta Zone,580,477,273397.95
2023-06-08,Alpha Widget,360,343,50128.55
2023-06-08,Beta Gadget,468,350,91712.78
2023-06-08,Camera,324,286,231252.57
2023-06-08,Delta Device,600,541,107902.96
2023-06-08,Epsilon Engine,627,536,814171.64
2023-06-08,Gamma Gizmo,556,481,47956.53
2023-06-08,Omega Orb,362,255,109119.76
2023-06-08,Theta Tool,603,442,56030.98
2023-06-08,Zeta Zone,566,486,272502.52
2023-06-09,Alpha Widget,634,612,88698.82
2023-06-09,Beta Gadget,427,310,81202.31
2023-06-09,Camera,606,429,364576.43
2023-06-09,Delta Device,633,617,117587.45
2023-06-09,Epsilon Engine,546,498,692609.72
2023-06-09,Gamma Gizmo,541,412,37621.33
2023-06-09,Omega Orb,502,373,156972.09
2023-06-09,Theta Tool,518,455,58477.36
2023-06-09,Zeta Zone,500,382,232239.36
2023-06-10,Alpha Widget,685,519,81246.54
2023-06-10,Beta Gadget,569,517,146524.79
2023-06-10,Camera,371,347,295791.27
2023-06-10,Delta Device,438,408,75590.64
2023-06-10,Epsilon Engine,653,558,790081.66
2023-06-10,Gamma Gizmo,646,478,47286.14
2023-06-10,Omega Orb,599,573,245352.41
2023-06-10,Theta Tool,588,496,60204.43
2023-06-10,Zeta Zone,671,575,320421.49
2023-06-11,Alpha Widget,593,523,80191.14
2023-06-11,Beta Gadget,433,370,104342.59
2023-06-11,Camera,573,543,446461.34
2023-06-11,Delta Device,336,276,53385.04
2023-06-11,Epsilon Engine,564,541,794719.6
2023-06-11,Gamma Gizmo,367,321,29315.13
2023-06-11,Omega Orb,483,439,182813.71
2023-06-11,Theta Tool,658,548,70503.41
2023-06-11,Zeta Zone,502,438,246366.09
2023-06-12,Alpha Widget,299,249,38203.74
2023-06-12,Beta Gadget,267,259,70607.15
2023-06-12,Camera,306,246,203402.82
2023-06-12,Delta Device,444,397,79080.59
2023-06-12,Epsilon Engine,382,295,441364.89
2023-06-12,Gamma Gizmo,557,463,44402.05
2023-06-12,Omega Orb,478,462,198836.3
2023-06-12,Theta Tool,389,313,39886.68
2023-06-12,Zeta Zone,404,364,217401.46
2023-06-13,Alpha Widget,476,432,65236.43
2023-06-13,Beta Gadget,379,327,89294.08
2023-06-13,Camera,583,445,353935.96
2023-06-13,Delta Device,436,421,78722.72
2023-06-13,Epsilon Engine,484,454,654110.81
2023-06-13,Gamma Gizmo,536,469,45045.86
2023-06-13,Omega Orb,572,460,181300.14
2023-06-13,Theta Tool,410,356,44721.16
2023-06-13,Zeta Zone,596,426,256960.48
2023-06-14,Alpha Widget,357,267,41388.92
2023-06-14,Beta Gadget,444,369,106721.82
2023-06-14,Camera,575,533,428659.87
2023-06-14,Delta Device,618,570,115929.01
2023-06-14,Epsilon Engine,519,414,600645.61
2023-06-14,Gamma Gizmo,588,415,39490.7
2023-06-14,Omega Orb,408,385,156773.7
2023-06-14,Theta Tool,328,242,30133.5
2023-06-14,Zeta Zone,314,307,170782.29
2023-06-15,Alpha Widget,626,457,69166.41
2023-06-15,Beta Gadget,407,323,90691.67
2023-06-15,Camera,436,320,270510.7
2023-06-15,Delta Device,397,366,70655.4
2023-06-15,Epsilon Engine,446,360,496364.56
2023-06-15,Gamma Gizmo,387,370,35546.71
2023-06-15,Omega Orb,465,444,186779.79
2023-06-15,Theta Tool,384,332,42164.09
2023-06-15,Zeta Zone,310,217,122334.6
2023-06-16,Alpha Widget,346,259,38190.81
2023-06-16,Beta Gadget,457,355,101938.01
2023-06-16,Camera,305,292,234385.25
2023-06-16,Delta Device,354,302,56358.58
2023-06-16,Epsilon Engine,591,498,755796.04
2023-06-16,Gamma Gizmo,404,345,34079.52
2023-06-16,Omega Orb,431,391,163657.56
2023-06-16,Theta Tool,426,368,44399.75
2023-06-16,Zeta Zone,527,431,244293.31
2023-06-17,Alpha Widget,585,412,59420.04
2023-06-17,Beta Gadget,438,308,81061.21
2023-06-17,Camera,475,333,285616.21
2023-06-17,Delta Device,399,332,62249.1
2023-06-17,Epsilon Engine,537,385,583739.49
2023-06-17,Gamma Gizmo,552,401,38375.33
2023-06-17,Omega Orb,316,284,117892.06
2023-06-17,Theta Tool,353,334,42340.64
2023-06-17,Zeta Zone,326,283,164429.64
2023-06-18,Alpha Widget,382,273,39440.76
2023-06-18,Beta Gadget,437,415,117124.25
2023-06-18,Camera,709,686,574036.33
2023-06-18,Delta Device,591,508,96101.76
2023-06-18,Epsilon Engine,296,251,346191.08
2023-06-18,Gamma Gizmo,421,297,27527.91
2023-06-18,Omega Orb,655,591,234253.74
2023-06-18,Theta Tool,402,354,43090.07
2023-06-18,Zeta Zone,369,323,193979.41
2023-06-19,Alpha Widget,590,493,71309.19
2023-06-19,Beta Gadget,328,275,75914.59
2023-06-19,Camera,469,340,271235.72
2023-06-19,Delta Device,320,242,47333.3
2023-06-19,Epsilon Engine,287,227,322006.77
2023-06-19,Gamma Gizmo,482,402,38947.93
2023-06-19,Omega Orb,423,348,148362.81
2023-06-19,Theta Tool,534,411,50742.26
2023-06-19,Zeta Zone,383,358,215864.36
2023-06-20,Alpha Widget,290,213,32729.21
2023-06-20,Beta Gadget,512,397,105279.14
2023-06-20,Camera,587,530,422898.07
2023-06-20,Delta Device,327,246,47552.13
2023-06-20,Epsilon Engine,296,265,390702.68
2023-06-20,Gamma Gizmo,560,544,53935.43
2023-06-20,Omega Orb,411,321,125690.67
2023-06-20,Theta Tool,320,225,28306.14
2023-06-20,Zeta Zone,293,263,158611.75
2023-06-21,Alpha Widget,338,318,48283.28
2023-06-21,Beta Gadget,383,271,77498.1
2023-06-21,Camera,613,452,374788.05
2023-06-21,Delta Device,397,355,71105.84
2023-06-21,Epsilon Engine,487,433,610503.59
2023-06-21,Gamma Gizmo,506,376,35536.0
2023-06-21,Omega Orb,499,473,200153.74
2023-06-21,Theta Tool,545,440,53035.67
2023-06-21,Zeta Zone,677,633,363801.68
2023-06-22,Alpha Widget,371,310,48403.41
2023-06-22,Beta Gadget,463,362,95293.29
2023-06-22,Camera,432,329,267003.83
2023-06-22,Delta Device,319,258,48353.86
2023-06-22,Epsilon Engine,383,362,506624.96
2023-06-22,Gamma Gizmo,265,248,22933.33
2023-06-22,Omega Orb,350,341,146356.19
2023-06-22,Theta Tool,629,527,65642.26
2023-06-22,Zeta Zone,667,490,280065.8
2023-06-23,Alpha Widget,623,601,93250.25
2023-06-23,Beta Gadget,403,322,90774.99
2023-06-23,Camera,353,307,245028.47
2023-06-23,Delta Device,448,392,76688.89
2023-06-23,Epsilon Engine,293,245,343640.16
2023-06-23,Gamma Gizmo,410,324,32215.29
2023-06-23,Omega Orb,579,433,176772.93
2023-06-23,Theta Tool,558,505,60029.94
2023-06-23,Zeta Zone,631,565,313129.26
2023-06-24,Alpha Widget,670,598,93781.06
2023-06-24,Beta Gadget,575,550,156073.35
2023-06-24,Camera,600,493,395600.95
2023-06-24,Delta Device,306,294,57207.19
2023-06-24,Epsilon Engine,702,501,729621.38
2023-06-24,Gamma Gizmo,567,417,40689.44
2023-06-24,Omega Orb,441,341,136086.74
2023-06-24,Theta Tool,649,537,64883.52
2023-06-24,Zeta Zone,656,509,301115.97
2023-06-25,Alpha Widget,498,363,55038.83
2023-06-25,Beta Gadget,395,345,99106.71
2023-06-25,Camera,705,581,494746.56
2023-06-25,Delta Device,634,495,100216.47
2023-06-25,Epsilon Engine,421,302,437077.65
2023-06-25,Gamma Gizmo,616,567,55756.1
2023-06-25,Omega Orb,558,411,161061.27
2023-06-25,Theta Tool,337,328,41598.52
2023-06-25,Zeta Zone,714,500,287067.0
2023-06-26,Alpha Widget,583,528,79128.55
2023-06-26,Beta Gadget,672,645,172199.54
2023-06-26,Camera,511,494,401684.05
2023-06-26,Delta Device,612,542,108858.51
2023-06-26,Epsilon Engine,360,351,485579.35
2023-06-26,Gamma Gizmo,440,358,33499.76
2023-06-26,Omega Orb,307,271,110915.87
2023-06-26,Theta Tool,455,444,56720.01
2023-06-26,Zeta Zone,298,218,123769.93
2023-06-27,Alpha Widget,384,323,47906.72
2023-06-27,Beta Gadget,587,508,133693.19
2023-06-27,Camera,509,494,392387.99
2023-06-27,Delta Device,517,414,78042.76
2023-06-27,Epsilon Engine,552,535,799413.84
2023-06-27,Gamma Gizmo,279,204,18457.91
2023-06-27,Omega Orb,513,473,188432.54
2023-06-27,Theta Tool,395,313,40486.73
2023-06-27,Zeta Zone,601,470,266433.29
2023-06-28,Alpha Widget,423,376,55132.93
2023-06-28,Beta Gadget,394,328,90306.21
2023-06-28,Camera,453,350,299394.61
2023-06-28,Delta Device,302,262,51411.24
2023-06-28,Epsilon Engine,587,538,810666.97
2023-06-28,Gamma Gizmo,401,328,31215.85
2023-06-28,Omega Orb,609,563,229633.16
2023-06-28,Theta Tool,516,413,50111.3
2023-06-28,Zeta Zone,441,419,241634.31
2023-06-29,Alpha Widget,544,384,57293.72
2023-06-29,Beta Gadget,516,502,142326.89
2023-06-29,Camera,319,273,221621.58
2023-06-29,Delta Device,301,275,53560.9
2023-06-29,Epsilon Engine,532,481,692044.96
2023-06-29,Gamma Gizmo,341,253,23035.36
2023-06-29,Omega Orb,393,307,132101.54
2023-06-29,Theta Tool,540,419,52451.2
2023-06-29,Zeta Zone,460,414,244217.43
2023-06-30,Alpha Widget,381,290,44992.54
2023-06-30,Beta Gadget,346,303,83093.71
2023-06-30,Camera,540,460,388735.86
2023-06-30,Delta Device,489,371,70722.45
2023-06-30,Epsilon Engine,339,331,457975.8
2023-06-30,Gamma Gizmo,497,385,35641.34
2023-06-30,Omega Orb,678,500,206379.16
2023-06-30,Theta Tool,575,439,52439.22
2023-06-30,Zeta Zone,478,437,255761.79
2023-07-01,Alpha Widget,365,269,38704.72
2023-07-01,Beta Gadget,473,428,123464.31
2023-07-01,Camera,422,411,321991.29
2023-07-01,Delta Device,621,470,89889.79
2023-07-01,Epsilon Engine,686,615,909855.77
2023-07-01,Gamma Gizmo,511,403,37312.06
2023-07-01,Omega Orb,459,373,158006.96
2023-07-01,Theta Tool,562,471,59102.13
2023-07-01,Zeta Zone,655,555,314386.73
2023-07-02,Alpha Widget,476,361,53903.57
2023-07-02,Beta Gadget,619,593,164447.69
2023-07-02,Camera,274,207,177865.65
2023-07-02,Delta Device,498,374,74828.57
2023-07-02,Epsilon Engine,410,399,576389.06
2023-07-02,Gamma Gizmo,613,449,43310.04
2023-07-02,Omega Orb,599,442,187021.39
2023-07-02,Theta Tool,292,259,33011.1
2023-07-02,Zeta Zone,359,332,196643.48
2023-07-03,Alpha Widget,526,370,53803.35
2023-07-03,Beta Gadget,480,436,114713.99
2023-07-03,Camera,328,239,204206.63
2023-07-03,Delta Device,448,315,64188.24
2023-07-03,Epsilon Engine,333,273,412912.17
2023-07-03,Gamma Gizmo,268,211,19239.94
2023-07-03,Omega Orb,365,356,146903.32
2023-07-03,Theta Tool,342,300,37438.58
2023-07-03,Zeta Zone,439,322,182641.66
2023-07-04,Alpha Widget,260,221,34802.42
2023-07-04,Beta Gadget,360,268,73807.92
2023-07-04,Camera,351,255,210206.55
2023-07-04,Delta Device,376,312,58133.31
2023-07-04,Epsilon Engine,486,460,653159.76
2023-07-04,Gamma Gizmo,557,508,46001.06
2023-07-04,Omega Orb,419,409,161125.64
2023-07-04,Theta Tool,429,335,41844.83
2023-07-04,Zeta Zone,446,422,241209.39
2023-07-05,Alpha Widget,567,435,67434.08
2023-07-05,Beta Gadget,383,303,81165.64
2023-07-05,Camera,477,403,338948.46
2023-07-05,Delta Device,383,271,50372.61
2023-07-05,Epsilon Engine,259,191,282964.51
2023-07-05,Gamma Gizmo,325,255,24067.21
2023-07-05,Omega Orb,274,193,82157.08
2023-07-05,Theta Tool,570,508,64785.73
2023-07-05,Zeta Zone,604,479,274701.0
2023-07-06,Alpha Widget,468,353,52329.12
2023-07-06,Beta Gadget,458,324,91643.64
2023-07-06,Camera,336,318,248616.57
2023-07-06,Delta Device,508,432,83611.31
2023-07-06,Epsilon Engine,237,172,238986.66
2023-07-06,Gamma Gizmo,385,299,28862.71
2023-07-06,Omega Orb,468,452,186898.4
2023-07-06,Theta Tool,378,323,40249.53
2023-07-06,Zeta Zone,487,450,265713.31
2023-07-07,Alpha Widget,418,324,49379.89
2023-07-07,Beta Gadget,267,249,65710.52
2023-07-07,Camera,303,277,223624.84
2023-07-07,Delta Device,503,369,75401.4
2023-07-07,Epsilon Engine,635,525,744900.27
2023-07-07,Gamma Gizmo,539,446,41847.49
2023-07-07,Omega Orb,279,243,101855.18
2023-07-07,Theta Tool,465,359,46814.08
2023-07-07,Zeta Zone,554,421,251078.18
2023-07-08,Alpha Widget,582,508,78596.58
2023-07-08,Beta Gadget,399,337,88233.8
2023-07-08,Camera,331,243,209030.04
2023-07-08,Delta Device,309,276,52498.79
2023-07-08,Epsilon Engine,471,445,621780.67
2023-07-08,Gamma Gizmo,338,294,27095.54
2023-07-08,Omega Orb,606,515,204976.27
2023-07-08,Theta Tool,355,287,35269.21
2023-07-08,Zeta Zone,473,413,236440.67
2023-07-09,Alpha Widget,372,328,48352.96
2023-07-09,Beta Gadget,640,558,149398.72
2023-07-09,Camera,423,320,268193.6
2023-07-09,Delta Device,618,586,111462.1
2023-07-09,Epsilon Engine,513,464,669976.82
2023-07-09,Gamma Gizmo,311,235,22316.05
2023-07-09,Omega Orb,507,470,189525.27
2023-07-09,Theta Tool,504,385,50319.71
2023-07-09,Zeta Zone,304,223,123081.08
2023-07-10,Alpha Widget,446,315,49022.66
2023-07-10,Beta Gadget,444,391,109157.3
2023-07-10,Camera,226,177,144556.63
2023-07-10,Delta Device,363,345,69612.36
2023-07-10,Epsilon Engine,559,463,670885.19
2023-07-10,Gamma Gizmo,295,217,20518.19
2023-07-10,Omega Orb,393,376,153405.41
2023-07-10,Theta Tool,586,469,56655.35
2023-07-10,Zeta Zone,470,398,238696.29
2023-07-11,Alpha Widget,273,255,38324.65
2023-07-11,Beta Gadget,516,430,113570.9
2023-07-11,Camera,372,326,262272.17
2023-07-11,Delta Device,248,242,48012.18
2023-07-11,Epsilon Engine,449,385,564871.79
2023-07-11,Gamma Gizmo,537,447,41074.48
2023-07-11,Omega Orb,536,489,201503.75
2023-07-11,Theta Tool,320,238,28509.4
2023-07-11,Zeta Zone,459,431,251345.09
2023-07-12,Alpha Widget,241,222,33447.47
2023-07-12,Beta Gadget,555,407,112231.86
2023-07-12,Camera,599,540,461283.9
2023-07-12,Delta Device,480,342,65288.84
2023-07-12,Epsilon Engine,502,369,560316.49
2023-07-12,Gamma Gizmo,451,370,36403.07
2023-07-12,Omega Orb,500,403,164765.67
2023-07-12,Theta Tool,496,376,46377.36
2023-07-12,Zeta Zone,333,293,175376.05
2023-07-13,Alpha Widget,528,416,63239.68
2023-07-13,Beta Gadget,505,388,104415.4
2023-07-13,Camera,395,318,250674.03
2023-07-13,Delta Device,550,427,86301.65
2023-07-13,Epsilon Engine,543,469,687880.9
2023-07-13,Gamma Gizmo,593,458,42273.33
2023-07-13,Omega Orb,472,398,160269.27
2023-07-13,Theta Tool,539,449,58732.41
2023-07-13,Zeta Zone,312,276,167001.19
2023-07-14,Alpha Widget,563,415,62899.09
2023-07-14,Beta Gadget,422,350,94259.21
2023-07-14,Camera,376,305,250400.4
2023-07-14,Delta Device,561,528,102566.51
2023-07-14,Epsilon Engine,538,490,739554.0
2023-07-14,Gamma Gizmo,324,256,23683.77
2023-07-14,Omega Orb,495,434,171880.99
2023-07-14,Theta Tool,244,230,29076.56
2023-07-14,Zeta Zone,536,491,289418.37
2023-07-15,Alpha Widget,502,431,64407.84
2023-07-15,Beta Gadget,532,382,103517.42
2023-07-15,Camera,376,285,239423.63
2023-07-15,Delta Device,282,255,51404.52
2023-07-15,Epsilon Engine,619,465,683659.63
2023-07-15,Gamma Gizmo,382,318,30053.12
2023-07-15,Omega Orb,458,342,140704.33
2023-07-15,Theta Tool,283,250,31642.49
2023-07-15,Zeta Zone,414,366,222878.67
2023-07-16,Alpha Widget,410,328,49744.93
2023-07-16,Beta Gadget,302,218,60397.19
2023-07-16,Camera,677,495,413695.9
2023-07-16,Delta Device,374,297,55920.38
2023-07-16,Epsilon Engine,585,476,687340.37
2023-07-16,Gamma Gizmo,527,438,43547.8
2023-07-16,Omega Orb,406,306,122126.28
2023-07-16,Theta Tool,541,494,63121.79
2023-07-16,Zeta Zone,394,362,212290.2
2023-07-17,Alpha Widget,371,281,42202.85
2023-07-17,Beta Gadget,308,231,61480.94
2023-07-17,Camera,451,411,326457.35
2023-07-17,Delta Device,397,339,66469.07
2023-07-17,Epsilon Engine,336,319,443083.22
2023-07-17,Gamma Gizmo,445,374,34784.15
2023-07-17,Omega Orb,305,230,98075.16
2023-07-17,Theta Tool,519,401,52565.84
2023-07-17,Zeta Zone,505,412,240031.05
2023-07-18,Alpha Widget,489,392,61698.82
2023-07-18,Beta Gadget,540,474,134143.09
2023-07-18,Camera,420,302,241557.92
2023-07-18,Delta Device,544,505,95648.89
2023-07-18,Epsilon Engine,265,200,281611.06
